elegans	brenneri	briggsae	remanei	japonica	common_name	common_name2	type	upstream_considered	intronic_considered	num_orthologs
WBGene00015496	WBGene00159765	WBGene00034970	WBGene00051811	WBGene00131249		C05E11.7	other	1402	2347	4
WBGene00015497	WBGene00154833_WBGene00192427_WBGene00155707	WBGene00040082_WBGene00040112	WBGene00068316_WBGene00082687_WBGene00082688	WBGene00134540	nhr-76	C05G6.1	other	6624	4852	4
WBGene00015499	WBGene00141450_WBGene00141187	WBGene00040725_WBGene00040724	WBGene00060573	WBGene00129232_WBGene00127364_WBGene00184741	inst-1	C06A5.1	other	471	4271	4
WBGene00015500	WBGene00164724	WBGene00026464	WBGene00061594	WBGene00133093		C06A5.2	other	1443	284	4
WBGene00015501	WBGene00151720_WBGene00190080	WBGene00026683	WBGene00057159	WBGene00180139		C06A5.3	other	630	1491	4
WBGene00015504	WBGene00154281	WBGene00026682	WBGene00057160	WBGene00176679_WBGene00218413		C06A5.6	other	583	1024	4
WBGene00015505	WBGene00145183_WBGene00139134	WBGene00040723_WBGene00087576	WBGene00060578			C06A5.8	other	263	432	3
WBGene00015507	WBGene00154992_WBGene00193778	WBGene00037254	WBGene00059354_WBGene00074343	WBGene00120506		C06A6.2	other	8093	5277	4
WBGene00015508	WBGene00152346_WBGene00150290	WBGene00037252	WBGene00059352_WBGene00082346		mvb-12	C06A6.3	other	1271	838	3
WBGene00015509	WBGene00193058_WBGene00145328	WBGene00037251_WBGene00042627	WBGene00075321_WBGene00059350	WBGene00128081_WBGene00212391		C06A6.4	other	1236	1162	4
WBGene00015510	WBGene00160240_WBGene00192139	WBGene00037253	WBGene00059353_WBGene00075497	WBGene00123372_WBGene00209025	erp-44.2	C06A6.5	other	2677	939	4
WBGene00015511	WBGene00194209_WBGene00139289_WBGene00141030_WBGene00142446_WBGene00192310	WBGene00027117_WBGene00040403	WBGene00078303_WBGene00059276_WBGene00078304	WBGene00129387	CELE_C06A6.7	C06A6.7	other	8136	98	4
WBGene00015512	WBGene00191627	WBGene00033813_WBGene00033814	WBGene00057681	WBGene00210484_WBGene00129442	mthf-1	C06A8.1	other	1547	1462	4
WBGene00015513	WBGene00193590_WBGene00271737	WBGene00033812	WBGene00057683		snpc-1.1	C06A8.2	other	356	392	3
WBGene00015514	WBGene00191677	WBGene00033808		WBGene00128882		C06A8.3	other	2037	159	3
WBGene00015515	WBGene00190989_WBGene00271738	WBGene00038569	WBGene00057684	WBGene00132360	spdl-1	C06A8.5	other	285	187	4
WBGene00015516	WBGene00151397_WBGene00163966	WBGene00033815	WBGene00057680	WBGene00134406_WBGene00218914		C06A8.6	other	597	201	4
WBGene00015517		WBGene00033816	WBGene00065152_WBGene00057678	WBGene00138434		C06A8.8	other	481	4686	3
WBGene00015518	WBGene00144770	WBGene00035631	WBGene00064435	WBGene00211976_WBGene00207564		C06E1.1	other	7973	97	4
WBGene00015519	WBGene00139300_WBGene00160344	WBGene00037592	WBGene00061806	WBGene00119778_WBGene00218738	doxa-1	C06E1.3	other	18120	961	4
WBGene00015520		WBGene00037688_WBGene00034275		WBGene00181754_WBGene00175551	fip-3	C06E1.5	other	1344	0	2
WBGene00015521				WBGene00181754_WBGene00175551	fipr-16	C06E1.6	other	256	0	1
WBGene00015522			WBGene00055892	WBGene00137271_WBGene00134462		C06E1.7	other	525	1120	2
WBGene00015523	WBGene00191091	WBGene00035627_WBGene00035629	WBGene00064434	WBGene00119361	ztf-30	C06E1.8	other	7988	1014	4
WBGene00015524	WBGene00142273	WBGene00035634	WBGene00064441_WBGene00084423_WBGene00084411	WBGene00129835		C06E1.9	other	109	1242	4
WBGene00015525	WBGene00148442	WBGene00035633	WBGene00069262	WBGene00128401_WBGene00136788	rha-2	C06E1.10	other	205	1046	4
WBGene00015526	WBGene00159935_WBGene00146357		WBGene00064449_WBGene00084419	WBGene00120882		C06E1.11	other	570	333	3
WBGene00015527	WBGene00148432	WBGene00035729	WBGene00070618			C06E2.1	other	4872	841	3
WBGene00015528	WBGene00148912	WBGene00089389				C06E2.2	other	4801	481	2
WBGene00015529	WBGene00154294	WBGene00035726	WBGene00081164			C06E2.5	other	3303	259	3
WBGene00015530				WBGene00122592		C06E4.1	other	188	52	1
WBGene00015531		WBGene00028204		WBGene00135549_WBGene00210111		C06E4.2	other	13723	5847	2
WBGene00015532	WBGene00158441_WBGene00159607	WBGene00041131_WBGene00028199	WBGene00068690_WBGene00068691	WBGene00128761		C06E4.3	other	2677	269	4
WBGene00015534						C06E4.5	other	785	291	0
WBGene00015535	WBGene00191087	WBGene00028201_WBGene00028200	WBGene00081017	WBGene00128761		C06E4.6	other	2659	174	4
WBGene00015536	WBGene00157828	WBGene00028203	WBGene00068692_WBGene00075395		glb-2	C06E4.7	neuronal	13724	307	3
WBGene00015537		WBGene00087767				C06E4.8	other	379	810	1
WBGene00015538	WBGene00144641_WBGene00147376_WBGene00144054	WBGene00038995_WBGene00038996	WBGene00063946_WBGene00063944	WBGene00138279	sams-3	C06E7.1	other	2289	190	4
WBGene00015539	WBGene00157751	WBGene00038997	WBGene00063948_WBGene00073266	WBGene00137592		C06E7.2	GABAergic	9345	2876	4
WBGene00015540	WBGene00144641_WBGene00147376	WBGene00038995_WBGene00038996	WBGene00063946_WBGene00063944	WBGene00138279	sams-4	C06E7.3	other	2321	420	4
WBGene00015541	WBGene00191155_WBGene00163280_WBGene00193406	WBGene00038994	WBGene00063943	WBGene00134680_WBGene00216599		C06E7.4	other	4552	7545	4
WBGene00015544	WBGene00141166	WBGene00036420	WBGene00069376	WBGene00129555_WBGene00211856		C06E8.5	other	3846	1141	4
WBGene00015545	WBGene00147633	WBGene00036308	WBGene00063225	WBGene00125730		C06G1.1	other	10628	2279	4
WBGene00015546		WBGene00036309	WBGene00063226	WBGene00126427		C06G1.2	other	4221	56	3
WBGene00015547	WBGene00192902	WBGene00036310	WBGene00063227	WBGene00126101	ain-1	C06G1.4	other	3968	829	4
WBGene00015549		WBGene00271129				C06G3.3	other	498	55	1
WBGene00015551	WBGene00149883_WBGene00160510_WBGene00149335_WBGene00157655	WBGene00028141_WBGene00028142	WBGene00068655_WBGene00083547	WBGene00138021		C06G3.5	other	4032	2583	4
WBGene00015552	WBGene00148570_WBGene00156716	WBGene00028140	WBGene00068656	WBGene00178976		C06G3.6	other	1122	705	4
WBGene00015553	WBGene00158831_WBGene00153196_WBGene00144026	WBGene00028139	WBGene00068657_WBGene00075508_WBGene00055211	WBGene00122465_WBGene00134437	trxr-1	C06G3.7	other	781	1975	4
WBGene00015554	WBGene00153910	WBGene00023807	WBGene00069540	WBGene00184198		C06G3.8	other	156	500	4
WBGene00015555	WBGene00147095	WBGene00023806	WBGene00069539	WBGene00126530	ufl-1	C06G3.9	other	590	1546	4
WBGene00015557	WBGene00142166		WBGene00056801_WBGene00067794_WBGene00067795_WBGene00083806_WBGene00083810	WBGene00132930		C06G4.1	other	801	661	3
WBGene00015558		WBGene00042600_WBGene00041390_WBGene00270810	WBGene00064480	WBGene00128511		C06G4.4	other	66	60	3
WBGene00015559	WBGene00159591	WBGene00041394	WBGene00064490	WBGene00122817	npr-17	C06G4.5	neuronal	7961	4237	4
WBGene00015560	WBGene00158005	WBGene00034962	WBGene00051817	WBGene00121621		C07A12.2	other	7330	339	4
WBGene00015561	WBGene00160664	WBGene00034959	WBGene00051822	WBGene00129867		C07A12.7	other	3106	1835	4
WBGene00015564						C07D8.5	other	1266	100	0
WBGene00015565	WBGene00139978_WBGene00142293_WBGene00157652_WBGene00162440	WBGene00032231	WBGene00051346_WBGene00077916	WBGene00132626_WBGene00136933_WBGene00136557		C07D8.6	other	1311	151	4
WBGene00015566		WBGene00033965	WBGene00054343	WBGene00126470		C07D10.1	other	1678	413	3
WBGene00015567	WBGene00161383_WBGene00145777_WBGene00150456_WBGene00144883	WBGene00033964	WBGene00054341_WBGene00054781_WBGene00054949_WBGene00060852	WBGene00137344_WBGene00122878_WBGene00132985_WBGene00134473	bath-44	C07D10.2	other	5815	657	4
WBGene00015568	WBGene00144539_WBGene00149695	WBGene00033963	WBGene00054340		sre-3	C07D10.3	other	3662	874	3
WBGene00015569	WBGene00192495_WBGene00271756	WBGene00033962	WBGene00055951_WBGene00054339	WBGene00127518		C07D10.5	other	1950	606	4
WBGene00015570	WBGene00144159_WBGene00191035	WBGene00040693	WBGene00071241	WBGene00177347	CELE_C07F11.2	C07F11.2	other	2273	1221	4
WBGene00015572		WBGene00024789		WBGene00182534		C07G1.6	other	238	414	2
WBGene00015573						C07G1.7	other	616	257	0
WBGene00015574	WBGene00148174_WBGene00194312	WBGene00028585	WBGene00057825	WBGene00125295_WBGene00133799_WBGene00219065	irg-1	C07G3.2	other	3792	343	4
WBGene00015576	WBGene00140092_WBGene00193745_WBGene00163732_WBGene00185043	WBGene00036797_WBGene00036798_WBGene00271708	WBGene00056895_WBGene00080939_WBGene00080863	WBGene00127818		C07G3.8	other	543	2831	4
WBGene00015577	WBGene00163150	WBGene00030430_WBGene00028586	WBGene00057826	WBGene00127322	ugt-64	C07G3.9	other	52	1510	4
WBGene00015578	WBGene00164688	WBGene00028587	WBGene00057827	WBGene00120085		C07G3.10	other	543	60	4
WBGene00015579	WBGene00142168	WBGene00030810	WBGene00085740	WBGene00127873		C07H6.2	other	163	0	4
WBGene00015580	WBGene00157866	WBGene00031391_WBGene00030813	WBGene00077359_WBGene00075621	WBGene00124863_WBGene00213703	cls-1	C07H6.3	other	4954	2834	4
WBGene00015581	WBGene00143842_WBGene00193971	WBGene00030814	WBGene00077355_WBGene00070970	WBGene00122869		C07H6.4	other	314	612	4
WBGene00015582	WBGene00150534					C07H6.9	other	229	129	1
WBGene00015583	WBGene00142263_WBGene00164852	WBGene00042197_WBGene00036072	WBGene00059808_WBGene00059809_WBGene00081854			C08A9.3	other	226	3001	3
WBGene00015586	WBGene00151171_WBGene00157584	WBGene00025680	WBGene00054089_WBGene00054582_WBGene00054578	WBGene00215586_WBGene00211131_WBGene00212450_WBGene00209024_WBGene00217994		C08A9.6	other	2574	1012	4
WBGene00015587	WBGene00151171_WBGene00157584	WBGene00025680	WBGene00054578	WBGene00215586_WBGene00211131_WBGene00212450_WBGene00209024_WBGene00217994	sdz-2	C08A9.7	other	2104	370	4
WBGene00015588	WBGene00151171_WBGene00157584	WBGene00025680	WBGene00054089_WBGene00054582_WBGene00054578	WBGene00215586_WBGene00211131_WBGene00212450_WBGene00209024_WBGene00217994		C08A9.8	other	1918	824	4
WBGene00015589	WBGene00151171_WBGene00144326	WBGene00025680				C08A9.9	other	1540	223	2
WBGene00015590	WBGene00143868_WBGene00146995_WBGene00141180_WBGene00156131_WBGene00147604_WBGene00150186	WBGene00031696_WBGene00031699_WBGene00031750_WBGene00036824_WBGene00038721_WBGene00038728_WBGene00038733_WBGene00038820_WBGene00038821_WBGene00038822_WBGene00038823_WBGene00038824_WBGene00039292_WBGene00039296_WBGene00039426_WBGene00039431_WBGene00039767_WBGene00039775_WBGene00039776_WBGene00039846_WBGene00039847_WBGene00040234_WBGene00040548_WBGene00040552_WBGene00040917_WBGene00041960_WBGene00042088_WBGene00042303_WBGene00042388_WBGene00042557_WBGene00042842_WBGene00042290_WBGene00040214	WBGene00067744_WBGene00057052_WBGene00057050_WBGene00057051_WBGene00060627_WBGene00068485_WBGene00068484_WBGene00055264_WBGene00072245_WBGene00064457_WBGene00060795_WBGene00060732_WBGene00060791_WBGene00066716_WBGene00067748_WBGene00067747_WBGene00067745_WBGene00085996_WBGene00067743_WBGene00085396_WBGene00060758_WBGene00079289_WBGene00060759_WBGene00070739_WBGene00068073_WBGene00085416_WBGene00054634_WBGene00085385_WBGene00085405_WBGene00085381_WBGene00068074_WBGene00075194_WBGene00079330_WBGene00085379_WBGene00070030_WBGene00080335		bath-15	C08C3.2	other	820	199	3
WBGene00015591	WBGene00151157_WBGene00154653	WBGene00023538	WBGene00064081	WBGene00128422_WBGene00207604	cyk-7	C08C3.4	other	19041	878	4
WBGene00015592	WBGene00162372_WBGene00193510	WBGene00032424	WBGene00053061	WBGene00134897	CELE_C08D8.1	C08D8.1	neuronal	266	2797	4
WBGene00015593						C08E3.1	other	1487	47	0
WBGene00015595	WBGene00150186	WBGene00039767_WBGene00039775	WBGene00069499_WBGene00064233_WBGene00066798_WBGene00079289_WBGene00068074_WBGene00079330_WBGene00068073_WBGene00054634_WBGene00079377_WBGene00070927_WBGene00070907_WBGene00070909_WBGene00070910_WBGene00070906_WBGene00080335_WBGene00070908_WBGene00070746_WBGene00070739_WBGene00060685_WBGene00060680_WBGene00060679_WBGene00084521_WBGene00072684_WBGene00060758_WBGene00060759_WBGene00085414_WBGene00070029_WBGene00085418_WBGene00085405_WBGene00085381_WBGene00085416_WBGene00085396_WBGene00085379_WBGene00085385_WBGene00070030_WBGene00075194		bath-33	C08E3.3	other	3112	643	3
WBGene00015598	WBGene00160489_WBGene00139399_WBGene00148513_WBGene00153900_WBGene00146998_WBGene00162753_WBGene00140743_WBGene00147335_WBGene00156986_WBGene00141506_WBGene00157213_WBGene00141678_WBGene00143630	WBGene00037963_WBGene00027399_WBGene00042195	WBGene00061145_WBGene00082006_WBGene00080375_WBGene00084134_WBGene00085145_WBGene00078863_WBGene00065936_WBGene00079531		fbxa-163	C08E3.6	other	2072	242	3
WBGene00015599	WBGene00139399_WBGene00148513_WBGene00153900_WBGene00146998_WBGene00162753_WBGene00140743_WBGene00147335_WBGene00156986_WBGene00141506_WBGene00157213_WBGene00141678_WBGene00143630	WBGene00027399_WBGene00042195	WBGene00061145_WBGene00082006_WBGene00080375_WBGene00084134_WBGene00085145_WBGene00078863_WBGene00065936_WBGene00079531		fbxa-164	C08E3.7	other	790	167	3
WBGene00015600	WBGene00141506_WBGene00145440_WBGene00139399_WBGene00148513_WBGene00153900_WBGene00146998_WBGene00162753_WBGene00140743_WBGene00147335_WBGene00156986_WBGene00157213_WBGene00141678_WBGene00143630	WBGene00038015_WBGene00027399_WBGene00042195	WBGene00065925_WBGene00078872_WBGene00061145_WBGene00082006_WBGene00065936_WBGene00079531	WBGene00136101	fbxa-165	C08E3.8	other	448	375	4
WBGene00015601	WBGene00139399_WBGene00148513_WBGene00153900_WBGene00146998_WBGene00162753_WBGene00140743_WBGene00147335_WBGene00156986_WBGene00141506_WBGene00157213_WBGene00141678_WBGene00143630	WBGene00027399_WBGene00042195	WBGene00082107_WBGene00073306_WBGene00059190_WBGene00061145_WBGene00082006_WBGene00080375_WBGene00084134_WBGene00085145_WBGene00078863_WBGene00065936_WBGene00079531		fbxa-166	C08E3.9	other	889	914	3
WBGene00015602	WBGene00139399_WBGene00148513_WBGene00153900_WBGene00146998_WBGene00162753_WBGene00140743_WBGene00147335_WBGene00156986_WBGene00141506_WBGene00157213_WBGene00141678_WBGene00143630	WBGene00027399_WBGene00042195	WBGene00065935_WBGene00085160_WBGene00061145_WBGene00082006_WBGene00065936_WBGene00079531	WBGene00136101	fbxa-158	C08E3.10	other	2645	186	4
WBGene00015604	WBGene00139820_WBGene00139399_WBGene00148513_WBGene00153900_WBGene00146998_WBGene00162753_WBGene00140743_WBGene00147335_WBGene00156986_WBGene00141506_WBGene00157213_WBGene00141678_WBGene00143630	WBGene00027399_WBGene00042195	WBGene00080375_WBGene00084134_WBGene00085145_WBGene00078863_WBGene00065936_WBGene00079531		fbxa-160	C08E3.12	other	1293	43	3
WBGene00015605						C08E3.13	other	1494	1534	0
WBGene00015606	WBGene00154588_WBGene00141180_WBGene00143314_WBGene00159386		WBGene00079203		math-2	C08F1.1	other	7634	2062	2
WBGene00015607	WBGene00140424_WBGene00161819_WBGene00156319	WBGene00026392_WBGene00026419_WBGene00026420_WBGene00026421_WBGene00026426_WBGene00026427_WBGene00031634_WBGene00032971_WBGene00039240_WBGene00039241_WBGene00039242_WBGene00039250_WBGene00039252_WBGene00041416_WBGene00041424_WBGene00041425	WBGene00086494		fbxb-13	C08F1.3	other	993	52	3
WBGene00015608	WBGene00154588_WBGene00141180_WBGene00143314_WBGene00159386		WBGene00070906_WBGene00064233_WBGene00070908_WBGene00070910_WBGene00060679_WBGene00085414_WBGene00060680_WBGene00084683_WBGene00070029_WBGene00085418_WBGene00057051_WBGene00072684_WBGene00060800_WBGene00079203		math-3	C08F1.4	other	650	1692	2
WBGene00015609	WBGene00154588_WBGene00141180_WBGene00143314_WBGene00159386		WBGene00079203		math-4	C08F1.5	other	1143	674	2
WBGene00015610		WBGene00031734_WBGene00031735	WBGene00085494_WBGene00059610_WBGene00059611_WBGene00059612_WBGene00059609_WBGene00085485_WBGene00085489_WBGene00085479_WBGene00085517_WBGene00085493			C08F1.6	other	1075	61	2
WBGene00015611		WBGene00031734_WBGene00031735	WBGene00085494_WBGene00085498			C08F1.8	other	8986	54	2
WBGene00015613		WBGene00031734_WBGene00031735	WBGene00085494_WBGene00059610_WBGene00059611_WBGene00059612_WBGene00059609_WBGene00085485_WBGene00085489_WBGene00085479_WBGene00085517_WBGene00085493			C08F1.10	other	956	69	2
WBGene00015618	WBGene00153640	WBGene00036101	WBGene00060695	WBGene00217281		C08G5.6	other	5284	882	4
WBGene00015619		WBGene00028291	WBGene00062469	WBGene00215351		C08G9.1	DA	4764	4452	3
WBGene00015620		WBGene00028292	WBGene00062470	WBGene00124099_WBGene00209211		C08G9.2	other	2294	1933	3
WBGene00015621	WBGene00147163	WBGene00025925	WBGene00053503	WBGene00181809		C09B7.2	other	3832	1797	4
WBGene00015622	WBGene00142243	WBGene00035207	WBGene00051585	WBGene00125292		C09B8.3	neuronal	4181	2944	4
WBGene00015623		WBGene00033580		WBGene00123927		C09B8.4	other	932	583	2
WBGene00015624	WBGene00192236	WBGene00032370	WBGene00054241			C09B8.5	other	9011	427	3
WBGene00015625	WBGene00157598	WBGene00032369	WBGene00054240	WBGene00123419		C09B8.8	other	4181	1586	4
WBGene00015626	WBGene00146633	WBGene00039164	WBGene00064048_WBGene00072992	WBGene00122614_WBGene00120238_WBGene00135383		C09B9.1	other	4419	1556	4
WBGene00015627	WBGene00152689_WBGene00140994	WBGene00038154	WBGene00056080	WBGene00127827		C09B9.2	other	221	720	4
WBGene00015628	WBGene00149463_WBGene00139100		WBGene00056079	WBGene00127217	best-6	C09B9.3	neuronal	47	1124	3
WBGene00015629	WBGene00156943	WBGene00039163	WBGene00075046_WBGene00080617_WBGene00067804	WBGene00126042_WBGene00212208		C09B9.4	other	4506	592	4
WBGene00015630	WBGene00158122_WBGene00154778_WBGene00146143	WBGene00041088_WBGene00031901_WBGene00041045	WBGene00068356_WBGene00068895_WBGene00067740_WBGene00069119_WBGene00068897_WBGene00074561_WBGene00073248_WBGene00074829_WBGene00069236_WBGene00069235_WBGene00069233_WBGene00069232_WBGene00069231_WBGene00068355_WBGene00073915_WBGene00073916_WBGene00073917_WBGene00074524_WBGene00075817_WBGene00076070	WBGene00135166_WBGene00132829_WBGene00133021_WBGene00184675		C09B9.7	other	111	845	4
WBGene00015631	WBGene00194897	WBGene00033079	WBGene00062355	WBGene00136887	clec-89	C09D1.2	other	449	315	4
WBGene00015632	WBGene00148695_WBGene00144707	WBGene00033426	WBGene00060072	WBGene00137692		C09D4.1	other	4653	5300	4
WBGene00015633	WBGene00148741	WBGene00033422	WBGene00060066	WBGene00119370		C09D4.2	other	873	920	4
WBGene00015634	WBGene00141209_WBGene00161324	WBGene00033423	WBGene00060067	WBGene00122190		C09D4.3	other	154	793	4
WBGene00015635	WBGene00139421_WBGene00191757	WBGene00086754	WBGene00060070	WBGene00119600		C09D4.4	other	135	1944	4
WBGene00015636	WBGene00159516_WBGene00161432		WBGene00060068			C09D4.6	other	225	0	2
WBGene00015637	WBGene00140647	WBGene00028000	WBGene00063526_WBGene00082863	WBGene00138586_WBGene00208902	srxa-5	C09E7.1	other	471	279	4
WBGene00015638	WBGene00148967_WBGene00191417	WBGene00025712_WBGene00037102_WBGene00039179_WBGene00039956_WBGene00040118	WBGene00057079_WBGene00071043	WBGene00215441	CELE_C09E7.4	C09E7.4	other	1111	525	4
WBGene00015639	WBGene00159347_WBGene00151385_WBGene00142925_WBGene00144965_WBGene00150318	WBGene00029006_WBGene00030419_WBGene00033371	WBGene00063477_WBGene00063476_WBGene00066019_WBGene00066020_WBGene00074019		CELE_C09E7.5	C09E7.5	other	5484	1746	3
WBGene00015641	WBGene00158669_WBGene00144086_WBGene00155368_WBGene00164577_WBGene00163657	WBGene00029006_WBGene00030419_WBGene00033371	WBGene00085417_WBGene00063484	WBGene00129751_WBGene00137792	CELE_C09E7.7	C09E7.7	other	2345	1332	4
WBGene00015642	WBGene00155368_WBGene00144086_WBGene00164577_WBGene00163657	WBGene00029006_WBGene00030419_WBGene00033371	WBGene00085417_WBGene00063484	WBGene00129751_WBGene00137792	CELE_C09E7.8	C09E7.8	other	19251	1530	4
WBGene00015644	WBGene00158242	WBGene00029238	WBGene00084296_WBGene00064187			C09E8.1	neuronal	1762	4527	3
WBGene00015645	WBGene00164317	WBGene00029248	WBGene00064186	WBGene00128645	lips-7	C09E8.2	other	1070	535	4
WBGene00015646	WBGene00141734	WBGene00042425	WBGene00064204	WBGene00121521	mlt-10	C09E8.3	other	8321	2989	4
WBGene00015647	WBGene00159462	WBGene00035570	WBGene00064837	WBGene00132942		C09F5.1	other	4262	2075	4
WBGene00015648	WBGene00154980	WBGene00035569	WBGene00064836	WBGene00123078	orai-1	C09F5.2	other	360	5855	4
WBGene00015649	WBGene00145808		WBGene00064829	WBGene00136272		C09F5.3	other	1832	2339	3
WBGene00015650	WBGene00145431_WBGene00145467	WBGene00035800	WBGene00072141_WBGene00075854	WBGene00132912	pkg-2	C09G4.2	other	6170	14509	4
WBGene00015651	WBGene00156736	WBGene00035388	WBGene00070555	WBGene00130992_WBGene00130460	ceh-53	C09G12.1	other	1827	4964	4
WBGene00015652	WBGene00163906_WBGene00144570_WBGene00160536	WBGene00036021_WBGene00036022_WBGene00038040_WBGene00038041_WBGene00041125	WBGene00078255	WBGene00216753	srz-79	C09G12.2	other	393	593	4
